t2_id,origin_id,source
t2-1360,gen-0102,gen-mixed
t2-1361,gen-0103,gen-mixed
t2-1362,gen-0104,gen-mixed
t2-1363,gen-0105,gen-mixed
t2-1364,gen-0106,gen-mixed
t2-1365,gen-0107,gen-mixed
t2-1366,gen-0108,gen-mixed
t2-1367,gen-0109,gen-mixed
t2-1368,gen-0110,gen-mixed
t2-1369,gen-0111,gen-mixed
t2-1370,gen-0112,gen-mixed
t2-1371,gen-0113,gen-mixed
t2-1372,gen-0114,gen-mixed
t2-1373,gen-0115,gen-mixed
t2-1374,gen-0116,gen-mixed
t2-1375,gen-0117,gen-mixed
t2-1376,gen-0118,gen-mixed
t2-1377,gen-0119,gen-mixed
t2-1378,gen-0120,gen-mixed
t2-1379,gen-0121,gen-mixed
t2-1380,gen-0122,gen-mixed
t2-1381,gen-0123,gen-mixed
t2-1382,gen-0124,gen-mixed
t2-1383,gen-0125,gen-mixed
t2-1384,gen-0126,gen-mixed
t2-1385,gen-0127,gen-mixed
t2-1386,gen-0128,gen-mixed
t2-1387,gen-0129,gen-mixed
t2-1388,gen-0130,gen-mixed
t2-1389,gen-0131,gen-mixed
t2-1390,gen-0132,gen-mixed
t2-1391,gen-0133,gen-mixed
t2-1392,gen-0134,gen-mixed
t2-1393,gen-0135,gen-mixed
t2-1394,gen-0136,gen-mixed
t2-1395,gen-0137,gen-mixed
t2-1396,gen-0138,gen-mixed
t2-1397,gen-0139,gen-mixed
t2-1398,gen-0140,gen-mixed
t2-1399,gen-0141,gen-mixed
t2-1400,gen-0142,gen-mixed
t2-1401,gen-0143,gen-mixed
t2-1402,gen-0144,gen-mixed
t2-1403,gen-0145,gen-mixed
t2-1404,gen-0146,gen-mixed
t2-1405,gen-0147,gen-mixed
t2-1406,gen-0148,gen-numbers
t2-1407,gen-0149,gen-numbers
t2-1408,gen-0150,gen-numbers
t2-1409,gen-0151,gen-numbers
t2-1410,gen-0152,gen-numbers
t2-1411,gen-0153,gen-numbers
t2-1412,gen-0154,gen-numbers
t2-1413,gen-0155,gen-numbers
t2-1414,gen-0156,gen-numbers
t2-1415,gen-0157,gen-numbers
t2-1416,gen-0158,gen-numbers
t2-1417,gen-0159,gen-numbers
t2-1418,gen-0160,gen-numbers
t2-1419,gen-0161,gen-numbers
t2-1420,gen-0162,gen-numbers
t2-1421,gen-0163,gen-numbers
t2-1422,gen-0164,gen-numbers
t2-1423,gen-0165,gen-numbers
t2-1424,gen-0166,gen-numbers
t2-1425,gen-0167,gen-numbers
t2-1426,gen-0168,gen-numbers
t2-1427,gen-0169,gen-numbers
t2-1428,gen-0170,gen-numbers
t2-1429,gen-0171,gen-numbers
t2-1430,gen-0172,gen-numbers
t2-1431,gen-0173,gen-numbers
t2-1432,gen-0174,gen-numbers
t2-1433,gen-0175,gen-numbers
t2-1434,gen-0176,gen-numbers
t2-1435,gen-0177,gen-numbers
t2-1436,gen-0178,gen-numbers
t2-1437,gen-0179,gen-numbers
t2-1438,gen-0180,gen-numbers
t2-1439,gen-0181,gen-numbers
t2-1440,gen-0182,gen-numbers
t2-1441,gen-0183,gen-numbers
t2-1442,gen-0184,gen-question
t2-1443,gen-0185,gen-question
t2-1444,gen-0186,gen-question
t2-1445,gen-0187,gen-question
t2-1446,gen-0188,gen-question
t2-1447,gen-0189,gen-question
t2-1448,gen-0190,gen-question
t2-1449,gen-0191,gen-question
t2-1450,gen-0192,gen-question
t2-1451,gen-0193,gen-question
t2-1452,gen-0194,gen-question
t2-1453,gen-0195,gen-question
t2-1454,gen-0196,gen-question
t2-1455,gen-0197,gen-question
t2-1456,gen-0198,gen-question
t2-1457,gen-0199,gen-question
t2-1458,gen-0200,gen-question
t2-1459,gen-0201,gen-question
t2-1460,gen-0202,gen-question
t2-1461,gen-0203,gen-question
t2-1462,gen-0204,gen-question
t2-1463,gen-0205,gen-question
t2-1464,gen-0206,gen-question
t2-1465,gen-0207,gen-question
t2-1466,gen-0208,gen-question
t2-1467,gen-0209,gen-question
t2-1468,gen-0210,gen-question
t2-1469,gen-0211,gen-question
t2-1470,gen-0212,gen-question
t2-1471,gen-0213,gen-question
t2-1472,gen-0214,gen-question
t2-1473,gen-0215,gen-question
t2-1474,gen-0216,gen-question
t2-1475,gen-0217,gen-question
t2-1476,gen-0218,gen-question
t2-1477,gen-0219,gen-question
t2-1478,gen-0220,gen-question
t2-1479,gen-0221,gen-question
t2-1480,gen-0222,gen-question
t2-1481,gen-0223,gen-question
t2-1482,gen-0224,gen-question
t2-1483,gen-0225,gen-question
t2-1484,gen-0226,gen-question
t2-1485,gen-0227,gen-question
t2-1486,gen-0228,gen-question
t2-1487,gen-0229,gen-question
t2-1488,gen-0230,gen-question
t2-1489,gen-0231,gen-question
t2-1490,gen-0232,gen-question
t2-1491,gen-0233,gen-question
t2-1492,gen-0234,gen-question
t2-1493,gen-0235,gen-question
t2-1494,gen-0236,gen-question
t2-1495,gen-0237,gen-question
t2-1496,gen-0238,gen-question
t2-1497,gen-0239,gen-question
t2-1498,gen-0240,gen-question
t2-1499,gen-0241,gen-question
t2-1500,gen-0242,gen-question
t2-1501,gen-0243,gen-question
t2-1502,gen-0244,gen-question
t2-1503,gen-0245,gen-question
t2-1504,gen-0246,gen-question
t2-1505,gen-0247,gen-question
t2-1506,gen-0248,gen-question
t2-1507,gen-0249,gen-question
t2-1508,gen-0250,gen-question
t2-1509,gen-0251,gen-question
t2-1510,gen-0252,gen-question
t2-1511,gen-0253,gen-question
t2-1512,gen-0254,gen-question
t2-1513,gen-0255,gen-question
t2-1514,gen-0256,gen-question
t2-1515,gen-0257,gen-question
t2-1516,gen-0258,gen-spaced-ok
t2-1517,gen-0259,gen-spaced-ok
t2-1518,gen-0260,gen-spaced-ok
t2-1519,gen-0261,gen-spaced-ok
t2-1520,gen-0262,gen-spaced-ok
t2-1521,gen-0263,gen-spaced-ok
t2-1522,gen-0264,gen-spaced-ok
t2-1523,gen-0265,gen-spaced-ok
t2-1524,gen-0266,gen-thanks
t2-1525,gen-0268,gen-thanks
t2-1526,gen-0269,gen-thanks
t2-1527,gen-0270,gen-thanks
t2-1528,gen-0272,gen-thanks
t2-1529,gen-0273,gen-thanks
t2-1530,gen-0274,gen-thanks
t2-1531,gen-0275,gen-thanks
t2-1532,gen-0276,gen-thanks
t2-1533,gen-0277,gen-thanks
t2-1534,gen-0278,gen-thanks
t2-1535,gen-0279,gen-thanks
t2-1536,gen-0280,gen-thanks
t2-1537,gen-0281,gen-thanks
t2-1538,gen-0282,gen-thanks
t2-1539,gen-0284,gen-thanks
t2-1540,gen-0285,gen-thanks
t2-1541,gen-0286,gen-thanks
t2-1542,gen-0287,gen-thanks
t2-1543,gen-0288,gen-thanks
t2-1544,gen-0289,gen-thanks
t2-1545,gen-0290,gen-thanks
t2-1546,gen-0291,gen-thanks
t2-1547,gen-0292,gen-thanks
t2-1548,gen-0293,gen-thanks
t2-1549,gen-0294,gen-thanks
t2-1550,gen-0295,gen-thanks
t2-1551,gen-0296,gen-thanks
t2-1552,gen-0298,gen-thanks
t2-1553,gen-0299,gen-thanks
t2-1554,gen-0300,gen-thanks
t2-1555,gen-0301,gen-thanks
t2-1556,gen-0302,gen-thanks
t2-1557,gen-0303,gen-thanks
t2-1558,gen-0304,gen-thanks
t2-1559,gen-0305,gen-thanks
t2-1560,gen-0306,gen-thanks
t2-1561,gen-0307,gen-thanks
t2-1562,gen-0308,gen-thanks
t2-1563,gen-0309,gen-thanks
t2-1564,gen-0310,gen-thanks
t2-1565,gen-0311,gen-thanks
t2-1566,gen-0312,gen-thanks
t2-1567,gen-0313,gen-thanks
t2-1568,gen-0314,gen-thanks
t2-1569,gen-0315,gen-ad-comment
t2-1570,gen-0316,gen-ad-comment
t2-1571,gen-0317,gen-ad-comment
t2-1572,gen-0318,gen-ad-comment
t2-1573,gen-0319,gen-ad-comment
t2-1574,gen-0320,gen-ad-comment
t2-1575,gen-0321,gen-ad-comment
t2-1576,gen-0322,gen-ad-comment
t2-1577,gen-0323,gen-ad-comment
t2-1578,gen-0324,gen-ad-comment
t2-1579,gen-0325,gen-ad-comment
t2-1580,gen-0326,gen-ad-comment
t2-1581,gen-0327,gen-ad-comment
t2-1582,gen-0328,gen-ad-comment
t2-1583,gen-0329,gen-ad-comment
t2-1584,gen-0330,gen-ad-comment
t2-1585,gen-0331,gen-ad-comment
t2-1586,gen-0332,gen-ad-comment
t2-1587,gen-0333,gen-ad-comment
t2-1588,gen-0334,gen-ad-comment
t2-1589,gen-0335,gen-ad-comment
t2-1590,gen-0336,gen-ad-comment
t2-1591,gen-0337,gen-ad-comment
t2-1592,gen-0338,gen-ad-comment
t2-1593,gen-0339,gen-ad-comment
t2-1594,gen-0340,gen-ad-comment
t2-1595,gen-0341,gen-ad-comment
t2-1596,gen-0342,gen-ad-comment
t2-1597,gen-0343,gen-ad-comment
t2-1598,gen-0344,gen-ad-comment
t2-1599,gen-0345,gen-ad-comment
t2-1600,gen-0346,gen-ad-comment
t2-1601,gen-0347,gen-ad-comment
t2-1602,gen-0348,gen-ad-comment
t2-1603,gen-0349,gen-ad-comment
t2-1604,gen-0350,gen-ad-comment
t2-1605,gen-0351,gen-ad-comment
t2-1606,gen-0352,gen-ad-comment
t2-1607,gen-0353,gen-ad-comment
t2-1608,gen-0354,gen-ad-comment
t2-1609,gen-0355,gen-ad-comment
t2-1610,gen-0356,gen-ad-comment
t2-1611,gen-0357,gen-ad-link
t2-1612,gen-0358,gen-ad-link
t2-1613,gen-0359,gen-ad-link
t2-1614,gen-0360,gen-ad-link
t2-1615,gen-0361,gen-ad-link
t2-1616,gen-0362,gen-ad-link
t2-1617,gen-0363,gen-ad-link
t2-1618,gen-0364,gen-ad-link
t2-1619,gen-0365,gen-ad-link
t2-1620,gen-0366,gen-ad-link
t2-1621,gen-0367,gen-ad-link
t2-1622,gen-0368,gen-ad-link
t2-1623,gen-0369,gen-contentless
t2-1624,gen-0370,gen-contentless
t2-1625,gen-0371,gen-contentless
t2-1626,gen-0372,gen-contentless
t2-1627,gen-0373,gen-contentless
t2-1628,gen-0374,gen-contentless
t2-1629,gen-0375,gen-contentless
t2-1630,gen-0376,gen-contentless
t2-1631,gen-0377,gen-contentless
t2-1632,gen-0378,gen-contentless
t2-1633,gen-0379,gen-contentless
t2-1634,gen-0380,gen-contentless
t2-1635,gen-0381,gen-contentless
t2-1636,gen-0382,gen-contentless
t2-1637,gen-0383,gen-contentless
t2-1638,gen-0384,gen-contentless
t2-1639,gen-0385,gen-contentless
t2-1640,gen-0386,gen-contentless
t2-1641,gen-0387,gen-contentless
t2-1642,gen-0388,gen-contentless
t2-1643,gen-0389,gen-contentless
t2-1644,gen-0390,gen-contentless
t2-1645,gen-0391,gen-contentless
t2-1646,gen-0392,gen-contentless
t2-1647,gen-0393,gen-contentless
t2-1648,gen-0394,gen-email-contact
t2-1649,gen-0395,gen-email-contact
t2-1650,gen-0396,gen-email-contact
t2-1651,gen-0397,gen-email-contact
t2-1652,gen-0398,gen-email-contact
t2-1653,gen-0399,gen-email-contact
t2-1654,gen-0400,gen-email-contact
t2-1655,gen-0401,gen-email-contact
t2-1656,gen-0402,gen-emoji
t2-1657,gen-0415,gen-emoji
t2-1658,gen-0417,gen-emoji
t2-1659,gen-0418,gen-emoji
t2-1660,gen-0421,gen-emoji
t2-1661,gen-0422,gen-emoji
t2-1662,gen-0423,gen-emoji
t2-1663,gen-0431,gen-emoji
t2-1664,gen-0432,gen-emoji
t2-1665,gen-0436,gen-en-spam
t2-1666,gen-0437,gen-en-spam
t2-1667,gen-0438,gen-en-spam
t2-1668,gen-0439,gen-en-spam
t2-1669,gen-0440,gen-en-spam
t2-1670,gen-0441,gen-en-spam
t2-1671,gen-0442,gen-evasion
t2-1672,gen-0443,gen-evasion
t2-1673,gen-0444,gen-evasion
t2-1674,gen-0445,gen-evasion
t2-1675,gen-0446,gen-evasion
t2-1676,gen-0447,gen-evasion
t2-1677,gen-0448,gen-evasion
t2-1678,gen-0449,gen-evasion
t2-1679,gen-0450,gen-evasion
t2-1680,gen-0451,gen-evasion
t2-1681,gen-0452,gen-evasion
t2-1682,gen-0453,gen-evasion
t2-1683,gen-0454,gen-evasion
t2-1684,gen-0455,gen-evasion
t2-1685,gen-0456,gen-evasion
t2-1686,gen-0457,gen-fa-insult
t2-1687,gen-0458,gen-fa-insult
t2-1688,gen-0459,gen-fa-insult
t2-1689,gen-0460,gen-fa-insult
t2-1690,gen-0461,gen-fa-insult
t2-1691,gen-0462,gen-fa-insult
t2-1692,gen-0463,gen-fa-insult
t2-1693,gen-0464,gen-fa-insult
t2-1694,gen-0465,gen-fa-insult
t2-1695,gen-0466,gen-fa-insult
t2-1696,gen-0467,gen-fa-insult
t2-1697,gen-0468,gen-fa-insult
t2-1698,gen-0469,gen-fa-insult
t2-1699,gen-0470,gen-fa-insult
t2-1700,gen-0471,gen-finglish-contact
t2-1701,gen-0472,gen-finglish-contact
t2-1702,gen-0473,gen-finglish-contact
t2-1703,gen-0474,gen-finglish-contact
t2-1704,gen-0475,gen-finglish-insult
t2-1705,gen-0476,gen-finglish-insult
t2-1706,gen-0477,gen-finglish-insult
t2-1707,gen-0478,gen-finglish-insult
t2-1708,gen-0479,gen-finglish-insult
t2-1709,gen-0480,gen-finglish-insult
t2-1710,gen-0481,gen-finglish-insult
t2-1711,gen-0482,gen-finglish-insult
t2-1712,gen-0483,gen-finglish-insult
t2-1713,gen-0484,gen-finglish-insult
t2-1714,gen-0485,gen-finglish-insult
t2-1715,gen-0486,gen-finglish-insult
t2-1716,gen-0487,gen-finglish-insult
t2-1717,gen-0488,gen-finglish-insult
t2-1718,gen-0489,gen-finglish-insult
t2-1719,gen-0490,gen-finglish-insult
t2-1720,gen-0491,gen-phone-words
t2-1721,gen-0494,gen-phone-words
t2-1722,gen-0497,gen-phone-words
t2-1723,gen-0500,gen-phone-words
t2-1724,gen-0503,gen-phone-words
t2-1725,gen-0506,gen-phone-words
t2-1726,gen-0509,gen-phone-words
t2-1727,gen-0512,gen-phone-words
t2-1728,gen-0515,gen-phone-words
t2-1729,gen-0518,gen-phone-words
t2-1730,gen-0521,gen-phone-words
t2-1731,gen-0524,gen-phone-words
t2-1732,gen-0527,gen-phone-words
t2-1733,gen-0530,gen-phone-words
t2-1734,gen-0533,gen-phone-words
t2-1735,gen-0536,gen-phone-words
t2-1736,gen-0539,gen-phone-words
t2-1737,gen-0542,gen-phone-words
t2-1738,gen-0545,gen-phone-words
t2-1739,gen-0548,gen-phone-words
t2-1740,gen-0551,gen-phone-words
t2-1741,gen-0554,gen-phone-words
t2-1742,gen-0557,gen-phone-words
t2-1743,gen-0560,gen-phone-words
t2-1744,gen-0563,gen-phone-words
t2-1745,gen-0566,gen-phone-words
t2-1746,gen-0569,gen-phone-words
t2-1747,gen-0572,gen-phone-words
t2-1748,gen-0575,gen-phone-words
t2-1749,gen-0578,gen-phone-words
